Invoice ID,Date,City,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Payment,Rating,Total,Tax
INV-0961,2025-08-18,Mumbai,A,Normal,Female,Food and beverages,99.41,1,Credit card,2.8,99.41,4.97
INV-0962,2025-08-19,Bangalore,B,Normal,Female,Food and beverages,85.1,3,Credit card,6.0,255.3,12.76
INV-0963,2025-08-20,Bangalore,B,Member,Female,Food and beverages,72.97,3,Cash,2.9,218.91,10.95
INV-0964,2025-08-21,Bangalore,B,Normal,Female,Health and Beauty,92.64,7,Credit card,4.6,648.48,32.42
INV-0965,2025-08-22,Mumbai,B,Normal,Male,Health and Beauty,13.58,8,Cash,4.4,108.64,5.43
INV-0966,2025-08-23,Bangalore,C,Normal,Female,Health and Beauty,16.33,5,Credit card,2.6,81.65,4.08
INV-0967,2025-08-24,Mumbai,A,Normal,Female,Electronic accessories,52.66,2,Credit card,5.0,105.32,5.27
INV-0968,2025-08-25,Bangalore,B,Normal,Female,Home and lifestyle,41.43,1,Ewallet,6.4,41.43,2.07
INV-0969,2025-08-26,Mumbai,C,Member,Male,Fashion accessories,94.35,2,Credit card,4.2,188.7,9.44
INV-0970,2025-08-27,Mumbai,B,Member,Male,Home and lifestyle,54.06,3,Cash,7.2,162.18,8.11
INV-0971,2025-08-28,Delhi,B,Normal,Male,Fashion accessories,58.57,9,Credit card,9.1,527.13,26.36
INV-0972,2025-08-29,Mumbai,A,Member,Female,Sports and travel,90.57,8,Cash,6.1,724.56,36.23
INV-0973,2025-08-30,Bangalore,B,Member,Female,Home and lifestyle,50.2,5,Credit card,6.4,251.0,12.55
INV-0974,2025-08-31,Delhi,B,Normal,Male,Fashion accessories,88.93,4,Credit card,7.3,355.72,17.79
INV-0975,2025-09-01,Bangalore,B,Normal,Male,Home and lifestyle,32.82,6,Credit card,9.4,196.92,9.85
INV-0976,2025-09-02,Delhi,B,Member,Male,Fashion accessories,34.64,4,Credit card,1.3,138.56,6.93
INV-0977,2025-09-03,Mumbai,B,Normal,Male,Health and Beauty,39.55,6,Ewallet,5.8,237.3,11.87
INV-0978,2025-09-04,Mumbai,B,Normal,Female,Home and lifestyle,59.28,4,Cash,1.1,237.12,11.86
INV-0979,2025-09-05,Mumbai,C,Normal,Male,Food and beverages,29.81,9,Ewallet,2.9,268.29,13.41
INV-0980,2025-09-06,Bangalore,C,Normal,Female,Fashion accessories,70.43,9,Cash,7.7,633.87,31.69
INV-0981,2025-09-07,Delhi,A,Member,Male,Electronic accessories,22.85,6,Cash,9.5,137.1,6.86
INV-0982,2025-09-08,Mumbai,A,Member,Female,Food and beverages,18.47,9,Credit card,1.6,166.23,8.31
INV-0983,2025-09-09,Mumbai,C,Normal,Male,Food and beverages,88.32,5,Credit card,4.5,441.6,22.08
INV-0984,2025-09-10,Bangalore,A,Normal,Female,Health and Beauty,31.32,2,Cash,8.0,62.64,3.13
INV-0985,2025-09-11,Bangalore,B,Normal,Male,Electronic accessories,44.74,5,Ewallet,10.0,223.7,11.18
INV-0986,2025-09-12,Mumbai,B,Member,Male,Sports and travel,61.44,6,Ewallet,5.0,368.64,18.43
INV-0987,2025-09-13,Bangalore,B,Member,Male,Health and Beauty,57.32,4,Ewallet,7.7,229.28,11.46
INV-0988,2025-09-14,Delhi,C,Normal,Male,Electronic accessories,16.84,8,Ewallet,4.4,134.72,6.74
INV-0989,2025-09-15,Delhi,A,Member,Female,Food and beverages,88.67,7,Ewallet,4.0,620.69,31.03
INV-0990,2025-09-16,Mumbai,C,Member,Female,Home and lifestyle,95.6,1,Credit card,2.5,95.6,4.78
INV-0991,2025-09-17,Mumbai,A,Member,Female,Home and lifestyle,83.13,8,Ewallet,3.9,665.04,33.25
INV-0992,2025-09-18,Bangalore,A,Normal,Female,Sports and travel,35.54,7,Ewallet,3.9,248.78,12.44
INV-0993,2025-09-19,Mumbai,B,Normal,Male,Fashion accessories,57.51,8,Ewallet,4.3,460.08,23.0
INV-0994,2025-09-20,Mumbai,A,Normal,Male,Sports and travel,40.55,9,Cash,9.3,364.95,18.25
INV-0995,2025-09-21,Delhi,A,Normal,Male,Fashion accessories,59.92,3,Ewallet,9.2,179.76,8.99
INV-0996,2025-09-22,Delhi,C,Member,Male,Health and Beauty,97.7,3,Credit card,5.1,293.1,14.66
INV-0997,2025-09-23,Mumbai,B,Normal,Male,Home and lifestyle,38.05,4,Ewallet,3.4,152.2,7.61
INV-0998,2025-09-24,Mumbai,B,Member,Male,Sports and travel,70.19,6,Ewallet,7.5,421.14,21.06
INV-0999,2025-09-25,Mumbai,A,Normal,Male,Food and beverages,39.34,3,Cash,2.7,118.02,5.9
INV-1000,2025-09-26,Mumbai,C,Normal,Female,Health and Beauty,79.7,4,Credit card,5.7,318.8,15.94
